Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Accuracy,Spreadsheet: display,Spreadsheet: test items,BA
65,1.73E+12,2/11/2024 12:44,1.73E+12,8,3/11/2024 4:44,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,51,Formal Test,Formal Test,s9687n,1,Formal Test,這把戲偵探一眼就看破了。,否
66,1.73E+12,2/11/2024 12:44,1.73E+12,8,3/11/2024 4:44,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,52,Formal Test,Formal Test,s9687n,1,Formal Test,他把手摀在耳朵上。,是
67,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,53,Formal Test,Formal Test,s9687n,1,Formal Test,老王把持健康的生活態度，期盼能長命百歲。,否
68,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,54,Formal Test,Formal Test,s9687n,1,Formal Test,約翰對考一百分有十足的把握。,否
69,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,55,Formal Test,Formal Test,s9687n,1,Formal Test,媽媽要小明再加把勁。,否
70,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,56,Formal Test,Formal Test,s9687n,1,Formal Test,他把你恨透了。,是
71,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,57,Formal Test,Formal Test,s9687n,1,Formal Test,歹徒一把火燒光了她家。,否
72,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,58,Formal Test,Formal Test,s9687n,1,Formal Test,他希望把這個獎獻給他的太太和兒子。,是
73,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,59,Formal Test,Formal Test,s9687n,1,Formal Test,他把這電影看了三遍。,是
74,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,60,Formal Test,Formal Test,s9687n,1,Formal Test,壽司店童抓起整把筷子。,否
75,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,61,Formal Test,Formal Test,s9687n,1,Formal Test,他已經把行李拿出來了。,是
76,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,62,Formal Test,Formal Test,s9687n,1,Formal Test,天氣把狗熱得都不叫了。,是
77,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,63,Formal Test,Formal Test,s9687n,1,Formal Test,他把便宜佔盡了。,是
78,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,64,Formal Test,Formal Test,s9687n,1,Formal Test,西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否
79,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,65,Formal Test,Formal Test,s9687n,1,Formal Test,街亭有兵把守。,否
80,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,66,Formal Test,Formal Test,s9687n,1,Formal Test,約翰在緊要關頭拉了老王一把。,否
81,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,67,Formal Test,Formal Test,s9687n,1,Formal Test,西藏喇嘛們應該把西藏佛法傳到台灣。,是
82,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,68,Formal Test,Formal Test,s9687n,1,Formal Test,四把椅子劇團在台北市的劇場表演。,否
83,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,69,Formal Test,Formal Test,s9687n,1,Formal Test,清剿行動旨在把叛軍驅離馬其頓。,是
84,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,70,Formal Test,Formal Test,s9687n,1,Formal Test,約翰抓起一把塵土撒向大海。,否
85,1.73E+12,2/11/2024 12:45,1.73E+12,8,3/11/2024 4:45,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,71,Formal Test,Formal Test,s9687n,1,Formal Test,國際石油組織誓言把油價維持在二十二美元以上。,是
86,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,72,Formal Test,Formal Test,s9687n,1,Formal Test,他把我們哭得都不敢笑了。,是
87,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,73,Formal Test,Formal Test,s9687n,1,Formal Test,女演員懂得如何把持好情緒。,否
88,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,74,Formal Test,Formal Test,s9687n,1,Formal Test,政府會把產品品牌的勞動製造條件公諸於眾。,是
89,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,75,Formal Test,Formal Test,s9687n,1,Formal Test,他把我哭得心煩。,是
90,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,3,Break,Screen 1,futlwl,1,Break,,
91,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,76,Formal Test,Formal Test,s9687n,1,Formal Test,他會把你踢好幾腳。,是
92,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,77,Formal Test,Formal Test,s9687n,1,Formal Test,約翰用拖把拖地。,否
93,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,78,Formal Test,Formal Test,s9687n,1,Formal Test,你把這封信寫了，我們就出去。,是
94,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,79,Formal Test,Formal Test,s9687n,1,Formal Test,他把一個大好機會錯過了。,是
95,1.73E+12,2/11/2024 12:46,1.73E+12,8,3/11/2024 4:46,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,80,Formal Test,Formal Test,s9687n,1,Formal Test,新上任的發言人是外交部第一把交椅。,否
96,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,81,Formal Test,Formal Test,s9687n,1,Formal Test,他把酒不停地喝。,是
97,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,82,Formal Test,Formal Test,s9687n,1,Formal Test,妹妹把玩地上的玩具。,否
98,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,83,Formal Test,Formal Test,s9687n,1,Formal Test,他把菜炒爛了。,是
99,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,84,Formal Test,Formal Test,s9687n,1,Formal Test,喇嘛要把正確的佛法告訴他們。,是
100,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,85,Formal Test,Formal Test,s9687n,1,Formal Test,老王在街口等了個把時辰。,否
101,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,86,Formal Test,Formal Test,s9687n,1,Formal Test,他把華人民族音樂散佈到更多西方國度中。,是
102,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,87,Formal Test,Formal Test,s9687n,1,Formal Test,約翰替那位老婦人捏了把冷汗。,否
103,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,88,Formal Test,Formal Test,s9687n,1,Formal Test,做壞事的同學要小明在教室門口把風。,否
104,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,89,Formal Test,Formal Test,s9687n,1,Formal Test,他把我問了很難的問題。,是
105,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,90,Formal Test,Formal Test,s9687n,1,Formal Test,家長都希望小孩補習能學習一把罩。,否
106,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,91,Formal Test,Formal Test,s9687n,1,Formal Test,他把蘋果吃了。,是
107,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,92,Formal Test,Formal Test,s9687n,1,Formal Test,新手媽媽每天要幫小孩把屎把尿。,否
108,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,93,Formal Test,Formal Test,s9687n,1,Formal Test,他把我罵三次了。,是
109,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,94,Formal Test,Formal Test,s9687n,1,Formal Test,美國政府把控兩岸局勢。,否
110,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,95,Formal Test,Formal Test,s9687n,1,Formal Test,善於攏絡人心的政治人物知道如何把持群眾的心。,否
111,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,96,Formal Test,Formal Test,s9687n,1,Formal Test,他把臉塗滿了灰。,是
112,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,97,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把握老闆給的機會。,否
113,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,98,Formal Test,Formal Test,s9687n,1,Formal Test,土匪把他殺了父親。,是
114,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,99,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把柄在人手裡，不得不對人言聽計從。,否
115,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,100,Formal Test,Formal Test,s9687n,1,Formal Test,中醫師替小明把脈。,否
116,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,End,Ending ,2unk6p,1,End,,
117,1.73E+12,2/11/2024 12:47,1.73E+12,8,3/11/2024 4:47,187120,8,task-uo5z,,41065198,BLIND,11990828,,complete,,,tablet,undefined K,Android 10,Edge 130.0.0.0,677x764,677x629,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,,,,,0,,,
1,1.73E+12,2/11/2024 13:25,1.73E+12,8,3/11/2024 5:25,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,,,,,0,,,
2,1.73E+12,2/11/2024 13:26,1.73E+12,8,3/11/2024 5:26,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Instruction,experiment instruction,ekukxy,1,Instruction,,
3,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Instruction,BA definition,p4r1d6,1,Instruction,,
4,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Pretraining,pretraining instruction,nb1rzi,1,Pretraining,,
5,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Pretraining,pretraining instructioin_2,lq7cvu,1,Pretraining,,
6,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Pretraining test,test,wgm3xn,1,Pretraining test,小明撐著一把雨傘。,否
7,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,2,Pretraining test,test,wgm3xn,1,Pretraining test,小明拿著兩把刀。,否
8,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,3,Pretraining test,test,wgm3xn,1,Pretraining test,小明把握住機會。,否
9,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,4,Pretraining test,test,wgm3xn,1,Pretraining test,小明把笑話說得一點都不好笑。,是
10,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,5,Pretraining test,test,wgm3xn,1,Pretraining test,小明把兩本漫畫放回書架上。,是
11,1.73E+12,2/11/2024 13:27,1.73E+12,8,3/11/2024 5:27,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,6,Pretraining test,test,wgm3xn,1,Pretraining test,小明把書送給我。,是
12,1.73E+12,2/11/2024 13:28,1.73E+12,8,3/11/2024 5:28,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,get ready for formal test,Screen 1,6ifobu,1,get ready for formal test,,
13,1.73E+12,2/11/2024 13:28,1.73E+12,8,3/11/2024 5:28,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把握老闆給的機會。,否
14,1.73E+12,2/11/2024 13:28,1.73E+12,8,3/11/2024 5:28,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,2,Formal Test,Formal Test,s9687n,1,Formal Test,用意就是要讓業者好好思考要把票投給誰。,是
15,1.73E+12,2/11/2024 13:28,1.73E+12,8,3/11/2024 5:28,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,3,Formal Test,Formal Test,s9687n,1,Formal Test,國際石油組織將把日產量減產五十萬桶。,是
16,1.73E+12,2/11/2024 13:28,1.73E+12,8,3/11/2024 5:28,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,4,Formal Test,Formal Test,s9687n,1,Formal Test,他把蘋果吃了。,是
17,1.73E+12,2/11/2024 13:28,1.73E+12,8,3/11/2024 5:28,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,5,Formal Test,Formal Test,s9687n,1,Formal Test,他把我哭得心煩。,是
18,1.73E+12,2/11/2024 13:28,1.73E+12,8,3/11/2024 5:28,187120,8,task-uo5z,,41065664,BLIND,11990930,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1536x864,1534x695,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,6,Formal Test,Formal Test,s9687n,1,Formal Test,他把橘子剝了皮。,是
